code,description
CPT161,"Certificate of Coverage under the Canada Pension Plan pursuant to article 6, 7 or 9 of the Agreement on Social Security between Canada and the Republic of Poland"
CPT58,Certificate of Coverage Under the Canada Pension Plan Pursuant to Article 5 of the Agreement on Social Security Between Canada and the Republic of Korea
CPT128,Certificate of Coverage Under the Canada Pension Plan Pursuant to Article 5 of the Agreement on Social Security Between Canada and the republic of Finland
CPT50,Certificate of Coverage Under the Canada Pension Plan Pursuant to Article VI of the Agreement on Social Security Between Canada and Ireland
CPT57,Certificate of Coverage Under the Canada Pension Plan Pursuant to Article VI of the Agreement on Social Security Between Canada and Jamaica
CPT54,Certificate of Coverage Under the Canada Pension Plan Pursuant to Article VI of the Agreement on Social Security Between Canada and the Hellenic Republic (Greece)
CPT60,Certificate of Coverage Under the Canada Pension Plan Pursuant to Article VI of the Convention on Social Security Between Canada and Luxembourg
CPT130,Certificate of Coverage Under the Canada Pension Plan Pursuant to Articles 7 to 10 of the Agreement on Social Security Between Canada and the Federal Republic of Germany
CPT140,Certificate of Coverage Under the Canada Pension Plan Pursuant to Articles VI to VIII of the Agreement on Social Security Between Canada and Israel
CPT144,Certificate of Coverage under the CPP pursuant to Articles 6 to 9 of the Agreement on Social Security between Canada and The Republic of Lithuania
CPT163,Certificate of Coverage under the Canada Pension Plan Pursuant to Articles 6 to 10 of the Social Security Agreement Between Canada and the Republic of Macedonia
CPT117,Certificate of Coverage Under the Canada Pension Plan Pursuant to Article V of the Agreement on Social Security Between Canada and the Kingdom of Denmark
CPT118,Certificate of Coverage Under the Canada Pension Plan Pursuant to Article VI of the Agreement on Social Security Between Canada and the Commonwealth of Dominica
CPT119,Certificate of Coverage Under the Canada Pension Plan Pursuant to Article VI of the Agreement on Social Security Between the Government of Canada and the Government of Grenada
CPT142,Certificate of Coverage under the CPP pursuant to article VI to IX of the Agreement on Social Security between Canada and the Republic of Estonia
CPT114,Certificate Of Coverage Under the Canada Pension Plan Pursuant to articles VI to X of the Agreement on Social Security Between the Government of Canada and the Government of the Republic of Chile
CPT171,Certificate of Coverage Under the Canada Pension Plan Pursuant to Article 5 Subparagraph (b) and Articles 6 and 9 of the Social Security Agreement Between Canada and the People's Republic of China
CPT120,"Certificate of Coverage Under the Canada Pension Plan Pursuant to Article 6 of the Agreement on Social Security Between Jersey, Guernsey and Canada"
CPT125,Certificate of Coverage Under the Canada Pension Plan Pursuant to Article 6 of the Convention on Social Security Between Canada and Spain
CPT49,Certificate of Coverage Under the Canada Pension Plan Pursuant to Article VI of the Agreement on Social Security Between Canada and Iceland
CPT51,Certificate of Coverage Under the Canada Pension Plan Pursuant to Articles 6 to 11 of the Agreement on Social Security Between Canada and Italy
CPT168,Certificate of Coverage Under the Canada Pension Plan Pursuant to Articles 6 to 9 of the Agreement on Social Security Between Canada and the Federative Republic of Brazil
CPT141,Certificate of Coverage Under the Canada Pension Plan Pursuant to Articles VII to X of the Agreement on Social Security Between Canada and the Republic of Hungary
CPT143,Certificate of Coverage under the CPP pursuant to article 6 to 9 of the Agreement on Social Security between Canada and the Republic of Latvia
CPT115,Certificate of Coverage Under the Canada Pension Plan Pursuant to Article 6 of the Agreement on Social Security Between Canada and the Republic of Croatia
CPT116,Certificate of Coverage Under the Canada Pension Plan Pursuant to Article VI of the Agreement on Social Security Between Canada and the Republic of Cyprus
GST190A,GST/HST New Housing Rebate - Appendix A (for use by the claimant's legal representative only)
CPT71,Certificate of Coverage Under the CPP Pursuant to Articles 4 to 7 of the Convention on Social Security Between the Government of Canada and the Government of the United Kingdom
CPT121,Certificate of Coverage Under the Canada Pension Plan Pursuant to Article 5 of the Agreement on Social Security Between Canada and Belgium
CPT170,Certificate of Coverage Under the Canada Pension Plan Pursuant to Article 6 Sub-Paragraph (b) and Articles 7 and 11 of the Social Security Agreement Between Canada and Bulgaria
CPT52,Certificate of Coverage Under the Canada Pension Plan Pursuant to Article VII of the Agreement on Social Security Between Canada and France
CPT137,Certificate of Coverage Under the Canada Pension Plan Pursuant to Articles 6 to 9 Of the Agreement on Social Security Between Canada and the Czech Republic
CPT113,Certificate of Coverage Under the Canada Pension Pursuant to Article V of the Agreement on Social Security Between Canada and Barbados
CPT56,Certificate of Coverage Under the Canada Pension Plan Pursuant to Article V of the Agreement on Social Security Between Canada and the United States
CPT111,Certificate of Coverage under the Canada Pension Plan Pursuant to Article VI of the Agreement on Social Security Between Canada and Antigua and Barbuda
B266,Excise Duty Return - Spirits Licensee
B263,Excise Duty Return - Licensed User
B284,Election or Revocation of the Election for Semi-Annual Reporting
B270,Excise Act 2001 - Excise Duty Return - Non-Licensee
E681,"Excise Act, 2001 - Refund Claim of Tax on Exported Tobacco Products"
K50B,Excise Duty Return - Brewer
B254,Air Travellers Security Charge Act Application for Refund
B249,Air Travellers Security Charge Return
N10,Excise Act - Application for Refund/Drawback
B256,"Excise Act, 2001 - Application for Refund"
B261,Excise Duty Return - Duty Free Shop
B264,Excise Duty Return - Special Excise Warehouse Licensee
B241,Excise Tax Return - Broker
GST494,GST/HST Final Return for Selected Listed Financial Institutions
RC7294,GST/HST and QST Final Return for Selected Listed Financial Institutions
T2SCH348,Additional Certificate Numbers for the Nova Scotia Digital Animation Tax Credit
T2SCH88,Internet Business Activities
T2SCH100,Balance Sheet Information
T2SCH101,Opening Balance Sheet Information
T2SCH25,Investment in Foreign Affiliates
T2SCH440,Yukon Manufacturing and Processing Profits Tax Credit
T2SCH347,Additional Certificate Numbers for the Nova Scotia Digital Media Tax Credit
T2SCH558,Ontario Production Services Tax Credit
T2SCH381,Manitoba Manufacturing Investment Tax Credit
T2SCH383,Manitoba Corporation Tax Calculation
T2SCH402,Saskatchewan Manufacturing and Processing Investment Tax Credit
T2SCH442,Yukon Research and Development Tax Credit
T2SCH380,Manitoba Research and Development Tax Credit
T5013SCH2,"Charitable Donations, Gifts, and Political Contributions - Schedule 2"
GST524,GST/HST New Residential Rental Property Rebate Application
RC7524-ON,GST524 Ontario Rebate Schedule
GST525,Supplement to the New Residential Rental Property Rebate Application - Co-op and Multiple Units
T602,Exporter of Processing of Services Program
T1235,Directors/Trustees and Like Officials Worksheet
CPT139,Canada Pension Plan/Employment Insurance - Authorizing or Cancelling a Representative
RC7212,Application to Not Be Considered a Selected Listed Financial Institution for GST/HST and QST Purposes or only for QST Purposes
RC7206,Election or Revocation for a Qualifying Small Investment Plan to be Treated as a Selected Listed Financial Institution for GST/HST and QST Purposes or only for QST Purposes
RC4612,GST/HST Application to Not Be Considered a Selected Listed Financial Institution
RC4606,GST/HST Election or Revocation for a Qualifying Small Investment Plan to be Treated as a Selected Listed Financial Institution
RC4531,Election or Revocation of an Election to Use the Estimation and Reconciliation Method to Report the Recapture of Input Tax Credits
RC4530,Election or Revocation of an Election to Use a Production Proxy to Report the Recapture of Input Tax Credits
T2SCH504,Ontario Resource Tax Credit
T1240,Registered Charity Adjustment Request
T2SCH21,Federal and Provincial or Territorial Foreign Income Tax Credits and Federal Logging Tax Credit
T2SCH18,Federal and Provincial or Territorial Capital Gains Refund
GST488,Election or Revocation of an Election Not to Use the Net Tax Calculation for Charities
T2SCH55,Part III.1 Tax on Excessive Eligible Dividend Designations
T2SCH560,Ontario Interactive Digital Media Tax Credit
RC145,Request to Close Business Number Program Accounts
RC7345,Request to Close Business Number Program Accounts for Certain Selected Listed Financial Institutions
T2SCH304,Newfoundland and Labrador Resort Property Investment Tax Credit
T2SCH50,Shareholder Information
L400-3,Non-Resident - Records Kept Outside Canada
T2SCH39,Agreement Among Related Financial Institutions - Part VI Tax
T2SHORT,T2 Short Return
L406,Election or Revocation of an Election to Have the Joint Venture Operator Account for the Fuel Charge
RC199,Voluntary Disclosures Program (VDP) Application
T624,Application to Register a Journalism Organization Under the Income Tax Act
T2SCH12,Resource-Related Deductions
RC4532,Individual Tax Return for Registered Disability Savings Plan (RDSP)
T2SCH72,Income Inclusion for Corporations that are Members of Multi-Tier Partnerships
T2SCH49,Agreement Among Associated Canadian-Controlled Private Corporations to Allocate the Expenditure Limit
T2SCH71,Income Inclusion for Corporations that are Members of Single-Tier Partnerships
T2SCH73,Income Inclusion Summary for Corporations that are Members of Partnerships
T2SCH23,Agreement Among Associated Canadian-Controlled Private Corporations to Allocate the Business Limit
L401-1,Fuel Charge Exemption Certificate for Registered Emitters or Users of Fuel
L401-2,Fuel Charge Exemption Certificate for Registered Specified Carriers
L400-1,Fuel Charge Registration Schedule
L400-2,Fuel Charge Registration Schedule - Road Carrier
T2SCH43,Calculation of Parts IV.1 and VI.1 Taxes
L405,Fuel Charge Exemption Certificate for Remote Power Plant Operators
T7DR,Amount Owing Remittance Voucher
RC602,Checklist for Tax Preparers - Cattle Ranching and Dairy Farming
L402,Fuel Charge Exemption Certificate for Farmers
L403,Fuel Charge Exemption Certificate for Fishers
L404,Fuel Charge Exemption Certificate for Greenhouse Operators
L401,Fuel Charge Exemption Certificate for Registered Distributors
E146,Amended Plans and Specifications
E110,Description of Premises to Accompany Application for Licence
E111,Description of Vessels and Utensils
T5013SCH1,Net Income (Loss) for Income Tax Purposes - Schedule 1
T5013-1,Part IX.1 Income Tax Calculation - SIFT Partnership
T1169,Election on Disposition of Property by a Mutual Fund Corporation (or a Mutual Fund Trust) to a Mutual Fund Trust
T2185,Election on Disposition of Property by a Segregated Fund Trust to a Related Segregated Fund Trust
NR7-R,Application for Refund Part XIII Tax Withheld
T101C,Part XII.6 Tax Return
T101D,Summary of Assistance
TL11B,ARCHIVED — Tuition and Enrolment Certificate - Flying School or Club
T2055,Election in Respect of a Capital Gains Dividend Under Subsection 131(1)
T1131,Canadian Film or Video Production Tax Credit
T1177,Film or Video Production Services Tax Credit
RC342,Request by an Insolvency Practitioner for a Waiver of the Requirement to file a T2 Corporation Income Tax Return under Subsection 220(2.1) of the Income Tax Act
RC7321,Delegation of Authority for Certain Selected Listed Financial Institutions
RC4607,GST/HST Pension Entity Rebate Application and Election
RC7191-BC,ARCHIVED — GST191 British Columbia Rebate Schedule
RC7207-1,QST Rebate Application and Election for Pension Entities that are Selected Listed Financial Institutions for GST/HST Purposes Only
RC7190-BC,ARCHIVED — GST190 British Columbia Rebate Schedule
RC7207,GST/HST Rebate Application and Election for GST/HST and QST Purposes for Pension Entities that are Selected Listed Financial Institutions
RC627,Agreement Among Related or Associated Brewers for the Allocation of Production Volume Limits
T2012,Election in Respect of a Capital Gains Dividend Under Subsection 130.1(4)
RC7190-NS,ARCHIVED — GST190 Nova Scotia Rebate Schedule
T1249,British Columbia Mining Exploration Tax Credit Partnership Schedule
T2SCH28,Election not to be Associated Through a Third Corporation
T2010,Election to Deduct Resource Expenses Upon Acquisition of Resource Property by a Corporation
T2004,Election by a Credit Union to Allocate Taxable Dividends and Net Non-taxable Capital Gains to Member Credit Unions
T2062C,Notification of an acquisition of treaty-protected property from a non-resident vendor
T2SCH403,Saskatchewan Research and Development Tax Credit
T109,Notice of Revocation of a Waiver in Respect of a Normal Determination Period for a Partnership
T108,Waiver in Respect of the Normal Determination Period for a Partnership
T1288,Application by a Non-Resident of Canada (Corporation) for a Reduction in the Amount of Non-Resident Tax Required to be Withheld on Income Earned From Acting in a Film or Video Production
T1287,Application by a Non-Resident of Canada (Individual) for a Reduction in the Amount of Non-Resident Tax Required to be Withheld on Income Earned From Acting in a Film or Video Production
T100C,Flow-Through Share Information - Application for a T100 Identification Number (TIN) on the Exercise of Flow-Through Warrants (FTWs) and Details of the FTWs Exercised
T100B,Flow-Through Share Information - Details of the Flow-Through Shares (FTSs) and Flow-Through Warrants (FTWs) Subscribed
RC438,International Electronic Funds Transfer Report
NR603,Remittance of Non-Resident Tax on Income from Film or Video Acting Services
T1189,Application to Register a Canadian Amateur Athletic Association Under the Income Tax Act
T5013SCH10,ARCHIVED — T5013SCH10 Calculation of Deduction for Cumulative Eligible Capital of a Partnership - Schedule 10
T5013SCH50,Partner's Ownership and Account Activity - Schedule 50
T1005,ARCHIVED — Manitoba Tuition Fee Income Tax Rebate
T4164,Manitoba Odour-Control Tax Credit (Individuals)
T2SCH10,Cumulative Eligible Capital Deduction
T2SCH390,Manitoba Cooperative Development Tax Credit
T2SCH20,Part XIV - Additional Tax on Non-Resident Corporations
T2SCH303,Newfoundland and Labrador Direct Equity Tax Credit
RC79,Deposit Advice
T2SCH46,Part II - Tobacco Manufacturers' Surtax
T1141,"Information Return in Respect of Contributions to Non-Resident Trusts, Arrangements or Entities"
T1142,Information Return in Respect of Distributions from and Indebtedness to a Non-Resident Trust
T2SCH391,Manitoba Neighbourhoods Alive! Tax Credit
T2SCH309,Additional Certificate Numbers for the Newfoundland and Labrador Interactive Digital Media Tax Credit
T2SCH308,Newfoundland and Labrador Venture Capital Tax Credit
T2SCH393,Manitoba Nutrient Management Tax Credit
B271,Excise Duty Return - Tobacco Dealer
B248,Registration Form Under the Provisions of the Air Travellers Security Charge Act
RC473,Application for Non-Resident Employer Certification
T2034,Election to Establish Inventory Unit Prices for Animals
T2096,Part XII.1 Tax Return - Tax On Carved-Out Income
T2SCH566,Ontario Innovation Tax Credit
T2SCH525,Ontario Political Contributions Tax Credit
T2SCH508,Ontario Research and Development Tax Credit
T2140,Part V Tax Return - Tax on Non-Qualified Investments of a Registered Charity
T2023,Election of a Non-resident Corporation and a Canadian Creditor in Respect of Loans
T2022,Election in Respect of the Sale of Debts Receivable
T2027,Election to Deem Amount of Settlement of a Debt or Obligation on the Winding-Up of a Subsidiary
T2156,Agreement to Transfer a Forgiven Amount Under Section 80.04
T1284,ARCHIVED — Saskatchewan Employee's Tools Tax Credit
T2079,Election Re: Expropriation Assets Acquired as Compensation for or a Consideration for Sale of Foreign Property Taken by or Sold to Foreign Issuer
T2093,Contributions to a Candidate at an Election - Information Return
T2092,Contributions to a Registered Party or to a Registered Association - Information Return
T2100,Joint Election in Respect of an Insurance Business Transferred by a Non-Resident Insurer
T2SCH300,Newfoundland and Labrador Manufacturing and Processing Profits Tax Credit
T2002,"Election, or Revocation of an Election, Not to Be a Canadian-Controlled Private Corporation"
T2143,Election Not To Be a Restricted Financial Institution
T1046,Designation of Resource Amount by an Original Owner
T913,Part XI.2 Tax Return - Tax for the Disposition of Certain Properties
T2075,"Election to Defer Payment of Income Tax, Under Subsection 159(5) of the Income Tax Act by a Deceased Taxpayer's Legal Representative or Trustee"
T550,"Application for Registration of RSPs, ESPs or RIFs Under Section 146, 146.1 and 146.3 of the Income Tax Act"
T2062B,Notice of Disposition of a Life Insurance Policy in Canada by a Non-Resident of Canada
T3SK-CG,Saskatchewan Farm and Small Business Capital Gains Tax Credit (Trusts)
T2047,Agreement in Respect of Unpaid Amounts
T2SCH562,Ontario Sound Recording Tax Credit
T3SCH5,Spousal or Common-Law Partner Trust's Capital Gains Deduction in Year of Beneficiary's Death
T3SCH6,Trusts' Agreement to Allocate the Basic Exemption from Minimum Tax
T123,Election on Disposition of Canadian Securities
T2SCH552,Ontario Apprenticeship Training Tax Credit
T2SCH33,Taxable Capital Employed in Canada - Large Corporations
T2141,Part II.1 Tax Return - Tax on Corporate Distributions
T5013SCH5,"Allocation of Salaries and Wages, and Gross Revenue for Multiple Jurisdictions - Schedule 5"
T5013SCH100,— Balance Sheet Information - Schedule 100
T2101,Election for Gains on Shares of a Corporation Becoming Public
NR302,Declaration of eligibility for benefits (reduced tax) under a tax treaty for a partnership with non-resident partners
NR303,Declaration of eligibility for benefits (reduced tax) under a tax treaty for a hybrid entity
NR301,Declaration of eligibility for benefits (reduced tax) under a tax treaty for a non-resident person
T2SCH506,Ontario Transitional Tax Debits and Credits
T2SCH367,New Brunswick Small Business Investor Tax Credit
T2SCH34,Taxable Capital Employed in Canada - Financial Institutions
T2SCH510,Ontario Corporate Minimum Tax
T2SCH15,Deferred Income Plans
T2052,Registered Canadian Amateur Athletic Association Information Return
T2SCH460,Northwest Territories Investment Tax Credit
T2005,Agreement Among Associated Corporations to Allocate an Amount to Calculate Their Base Level Deduction
T2SCH360,New Brunswick Research and Development Tax Credit
T5013A,ARCHIVED — Statement of Partnership Income for Tax Shelters and Renounced Resource Expenses
T5013A-INST,ARCHIVED — Statement of partnership income for tax shelters and renounced resource expenses - Instructions for Recipient
T2SCH22,Non-Resident Discretionary Trust
T932,Election by a Member of a Partnership to Renounce Investment Tax Credits Pursuant to Subsection 127(8.4)
T2SCH9,Related and Associated Corporations
T2095,Registered Charities: Application for Re-Designation
E410,Waiver
T2069,Election in Respect of Amounts Not Deductible as Reserves for the Year of Death
T1030,Election To Claim A Capital Gains Reserve For Individuals (Other Than Trusts) When Calculating The Amount Of A Capital Gain Using The Replacement Property Rules
T2155,Alternative Treatment of Capital Gains Arising Under Section 80.03 on Settlement of Debt
T2153,Designations under Paragraph 80(2)(i) When Two or More Commercial Obligations Are Settled At The Same Time
T2146,Election in Respect of Assigned Leases or Subleased Property
T2145,Election in Respect of the Leasing of Property
E412,Notice of Revocation of Waiver
Y76,Transfer of Registered Bonds
RC4613,ARCHIVED — Election to Use the Scientific Research and Experimental Development Proxy to Report the Recapture of Input Tax Credits
T2210,Verification of Policy Loan Interest by the Insurer
T2SCH301,Newfoundland and Labrador Research and Development Tax Credit
T2SCH514,ARCHIVED — Ontario Capital Tax on Financial Institutions
T2SCH515,Ontario Capital Tax on Other Than Financial Institutions
T2029,Waiver in respect of the normal reassessment period or extended reassessment period
T2SCH569,Ontario Business-Research Institute Tax Credit Contract Information
T2SCH501,Ontario Adjusted Taxable Income of Associated Corporations to determine Surtax re Ontario Small Business Deduction (2010 and 2011 tax years)
RC126,Job Application
T2SCH37,Calculation of Unused Surtax Credit
T2SCH490,Nunavut Business Training Tax Credit
T2081,Excess Corporate Holdings Worksheet for Private Foundations
T1317,ARCHIVED — Nunavut Business Training Tax Credit (Individuals)
T2SCH306,Newfoundland and Labrador Capital Tax on Financial Institutions - Agreement among related corporations
T2SCH19,Non-Resident Shareholder Information
T2SCH550,Ontario Co-operative Education Tax Credit
T1031,"Subsection 13(29) Election in Respect of Certain Depreciable Properties, Acquired for use in a long Term Project"
T2154,Designation of Forgiven Amount by the Debtor - Subsections 80(5) to 80(11)
GST352,Application for Clearance Certificate
T2SCH517,Calculation of Ontario Capital Tax Investment Allowance for Financial Institutions
T2SCH516,Capital Deduction Election of Associated Group for the Allocation of Net Deduction
T2SCH524,Ontario Specialty Types
T2SCH513,Agreement Among Related Life Insurance Corporations (Ontario)
T2SCH511,Ontario Corporate Minimum Tax - Total Assets and Revenue for Associated Corporations
T2SCH512,Ontario Special Additional Tax on Life Insurance Corporations (SAT)
T2SCH507,Ontario Transitional Tax Debits and Credits Calculation
T3011,Application for Designation as Associated Charities
T2094,Registered Charities: Application to Reduce Disbursement Quota
T3009,Election from Deemed Disposition and Reacquisition of any Capital Property of an Employees Profit Sharing Plan under Subsection 144.(4.2)
T652,Notice of Revocation of Waiver
T2SCH362,New Brunswick Tax on Large Corporations - Agreement Among Related Corporations
T2SCH343,Nova Scotia Tax on Large Corporations - Agreement Among Related Corporations
T2SCH342,Nova Scotia Tax on Large Corporations
E696,Waiver
T2SCH44,Non-Arm's Length Transactions
T2SCH45,Agreement Respecting Liability for Part VI.1 Tax
T2SCH344,Nova Scotia Manufacturing and Processing Investment Tax Credit
T2SCH441,Yukon Mineral Exploration Tax Credit
T2SCH410,Additional Certificate Numbers for the Saskatchewan Film Employment Tax Credit
T2SCH361,New Brunswick Tax on Large Corporations
T79,Alberta Royalty Tax Rebate (Individuals)
T82,Saskatchewan Royalty Tax Rebate
T2223,Election Under Subsection 159(6.1) of the Income Tax Act By a Trust to Defer Payment of Income Tax
B274,ARCHIVED — Record of Inventory - Tobacco Products Inventory Tax - 2008
T3018,Election Under Subsection 138.1(4) of the Deemed Disposition of Capital Property of a Life Insurance Segregated Fund
E447,Wholesaler's Bond - Excise Taxes
E697,Notice of Revocation of Waiver
T2SCH320,Prince Edward Island Manufacturing and Processing Profits Tax Credit
T2026,Part XII Tax Return - Tax on Payments to the Crown by a Tax Exempt Person
T1259,ARCHIVED — Capital Gains and Disbursement Quota Worksheet
L15,Application for Licence under the Provisions of the Excise Tax Act
T2SCH400,ARCHIVED — Saskatchewan Royalty Tax Rebate Calculation (Corporations)
T2061A,Election by an Emigrant to Report Deemed Dispositions of Property and any Resulting Capital Gain or Loss
T2SCH340,Nova Scotia Research and Development Tax Credit
T2SCH302,Additional Certificate Numbers for the Newfoundland and Labrador Film and Video Industry Tax Credit
T1219-ON,ARCHIVED — Ontario Minimum Tax Carryover
T2SCH36,ARCHIVED — Agreement Among Related Corporations - Part I.3 Tax
T2SCH41,ARCHIVED — Agreement Among Related Financial Institutions
T770,ARCHIVED — Agreement Respecting Liability for Part VI.I Tax
T769,ARCHIVED — Election Under Section 191.2 by an Issuer of Taxable Preferred Shares to Pay Part VI.1 Tax at a Rate of 40%
T541,ARCHIVED — Forward Averaging Tax Calculations - Deceased Individuals
T581,ARCHIVED — Forward-Averaging Tax Credits for 1997
T78,ARCHIVED — Manitoba Mineral Tax Rebate
T3NF,ARCHIVED — Newfoundland Tax
T2SCH401,ARCHIVED — Saskatchewan Manufacturing and Processing Tax Credit
T3TI,ARCHIVED — Territorial Tax Instructions
T2SCH426,British Columbia Manufacturing and Processing Tax Credit
T2063,ARCHIVED — Election In Respect of a Capital Gains Dividend Under Subsection 133(7.1)
T2SCH11,"Transactions with Shareholders, Officers or Employees"
T2062ASCH1,Disposition of Canadian Resource Property by Non-Residents
T2062BSCH1,Certification and Remittance Notice
T2SCH480,Nunavut Investment Tax Credit
NRTA1,Authorization for Non-Resident Tax Exemption
T626,ARCHIVED — Overseas Employment Tax Credit
93-098,ARCHIVED — Claim for UI Premium Tax Credit
T1033-WS,ARCHIVED — Worksheet for Calculating 2003 Instalment Payments
T1165,ARCHIVED — Statement of Farming Activities for Ontario Self Directed Risk Management (SDRM)
T2076,"Valuation Day Value Election for Capital Properties Owned on December 31, 1971"
T81-IND,ARCHIVED — T81(IND) British Columbia Royalty and Deemed Income Rebate (Individuals)
T1199,ARCHIVED — Yukon Mineral Exploration Tax Credit
T2032,ARCHIVED — Statement of Professional Activities
T2124,ARCHIVED — Statement of Business Activities
T3SCH14,"ARCHIVED — Provincial and Territorial Income Tax Saskatchewan, Alberta, Northwest Territories and Yukon"
T3-IND,"ARCHIVED — T3IND Income Tax Return for RRSP, RRIF, or RESP. Make sure you use Form T3-IND for the year 2000 and previous years. Make sure you use Form T3-GR for the year 2001 and subsequent years."
T2SCH424,ARCHIVED — British Columbia Two-Year Tax Holiday for New Small Businesses (2000 and later taxation years)
T1-OVPSCH,ARCHIVED — Calculating the Amount of RRSP Excess Contributions Made Before 1991 that Are Subject to Tax
T2SCH420,British Columbia Royalty and Deemed Income Rebate Calculation and Application (Corporations)
E448,Endorsement - Wholesaler's Sales Tax Bond
T2SCH382,Additional Certificate Numbers for the Manitoba Film and Video Production Tax Credit
T2SCH345,Additional Certificate Numbers for the Nova Scotia Film Industry Tax Credit
T2SCH29,Payments to Non-Residents
T2SCH14,Miscellaneous Payments to Residents
T3G,"ARCHIVED — Certification of No Tax Liability by a Group of RRSPS, RRIFS, or RESPS"
T3SCH13,"ARCHIVED — Provincial and Territorial Income Tax Newfoundland, Prince Edward Island, and Nunavut"
T2203A,ARCHIVED — Forward Averaging Supplement for 1997 - Multiple Jurisdictions
RC89,ARCHIVED — Employer's Application for a Refund of Employment Insurance Premiums Under the New Hires Program
GST382,ARCHIVED — Public Service Bodies' Notice of Revocation of Election for the Special Quick Method of Accounting
T85,ARCHIVED — Nova Scotia Research and Development Tax Credit
T2S8,ARCHIVED — Capital Cost Allowance
T2A,ARCHIVED — Request for Corporation Loss Carry-back from Taxation Year Ending____
T800,ARCHIVED — Manitoba Corporate Tax Reduction for New Small Businesses -Rev_95
T2-DD,ARCHIVED — Direct Deposit Request Form for Corporations
T2FTC-SUPP,ARCHIVED —
CPT53,"ARCHIVED — Agreement of Social Security of Febuary 9, yyyy between France and Canada-Extension of the Assignment"
T1CSB,ARCHIVED — Annual Accrual Form for Compound Interest Canada Savings Bonds (CSB)
NR4A-RCA,ARCHIVED — Statement of Amounts Paid to Non-Residents of Canada to Which the Provisions of Paragraphe 212(1) of the Tax Act Apply
T1GSTC,ARCHIVED — The Proposed Federal Goods and Services Tax Credit
T549,ARCHIVED — New Brunswick Small Business Corporate Tax Reduction
T2FTCSCH1SUP,ARCHIVED — T2-FTC Schedule 1
T2028,Calculation of Part II Tax
RRSP,Régime Enregistré d'Épargne-Retraite / Registered Retirement Savings Plan
TFSA,Compte d'Épargne Libre d'Impôt / Tax-Free Savings Account
FHSA,Compte d'Épargne Libre d'Impôt pour l'Achat d'une Première Propriété / First Home Savings Account
RESP,Régime Enregistré d'Épargne-Études / Registered Education Savings Plan
RDSP,Régime Enregistré d'Épargne-Invalidité / Registered Disability Savings Plan
RVER,Régime Volontaire d'Épargne-Retraite / Voluntary Retirement Savings Plan
RRIF,Fonds Enregistré de Revenu de Retraite / Registered Retirement Income Fund
PRPP,Régime de Pension Agrégé Volontaire / Pooled Registered Pension Plan
